id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
1533417844771278849,https://twitter.com/shivanepal31/status/1533417844771278849,Sun Jun 05 11:57:58 +0000 2022,2022-06-05 11:57:58+00:00,shivanepal31,"✍️✍️✍️
सच्चा थिएँ, झुटो ठानियो।
गरिब थिएँ, कन्जूस मानियो।

सत्य तथ्य नपच्ने रछ यहाँ,
सोच्दै थिएँ, गलत जानियो।

आफ्नो लागि गर्दा स्वार्थी रे,
गल्दै थिएँ, छुरा हानियो।",original,,,,https://twitter.com/i/web/status/1533417844771278849,0,,,,ne,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",788407300700704769,Tue Oct 18 15:52:03 +0000 2016,False,"घर-थर नेपाल,भाग्यमा होइन कर्ममा बिश्वास गर्छु,खुसि हुन ठुला कुरा चाहिदैन,त्यसैले ठुला आश्वासन राख्दिन।
मुटुभरि उनको माया..💞💞💞",125581,2443,373,1,"नुवाकोट,नेपाल",💞शिव महादेव💞,50032,,,False
1533418301589684225,https://twitter.com/Sewasemuna/status/1533418301589684225,Sun Jun 05 11:59:47 +0000 2022,2022-06-05 11:59:47+00:00,Sewasemuna,"पार्टी काँग्रेस,एमाले,मावोबादी का झोले झोलेनी हरु तिमरु त
तिम्रा पार्टीका अगुवाई ले गु पोको पारेर पापा भन्दै दियो भने
नि खान्छौ कि क्या हो छि,कति सम्म औकात देखाका,तिमर्को
औकात ले दिएन त मेयरको कुर्सीमा बस्न,केही समय् त काम्
गर्न दिनुपर्छ त्यस् पछि बुझिन्छ नि के हो भनेर,खेदै खन्ने",retweet,,,,,7,,,,ne,,,0,1533403140170452992,RajjitC,1191581150063411208,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1411786545389084676,Sun Jul 04 20:39:25 +0000 2021,False,"ट्विटर बाट तीन पटक पुनर्जन्म लिएको मनुष्य।
म यता रमाइलो गर्नको लागि मात्र आउने गर्छु।मेरो यहाँ बोलिने शब्दहरु भन्दा वास्तविक जिन्दगी धेरै फरक छ। ❌NO 🙏 DM❌",9099,225,196,0,,❤️तयामा🇳🇵,7903,,,False
1533418389565493249,https://twitter.com/RawmessPokharel/status/1533418389565493249,Sun Jun 05 12:00:08 +0000 2022,2022-06-05 12:00:08+00:00,RawmessPokharel,"उज्यालो जीवनको अँध्यारो बाटो जीन्दगी
पाइला पाइलामा कुल्चिन खोज्छन्
कोपिला भेटेसी
मानवता हराएको होकी कलियुगको असर
बाउबाटै छोरी बलात्कार भएसी
कानुन संविधानका धारा न्यायलय बिक्री भयो
पैसा र पावरको आडमा अपराध भइरह्यो
निर्दोषीले दुख पाइरह्यो
अपराधीलाई जयजयकार फूल माला
सम्मान भईरह्यो।",retweet,,,,,64,,,,ne,,,0,1528549532094824448,Rose807572201,1301621421899091968,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",883608911789424640,Sat Jul 08 08:49:16 +0000 2017,False,"🙏I'm not sure to be as your expectation, give respect & take respect,behave others as you deserve.❤️🙏love music 🎧️🎤 Tweets store-@Rajpokharel11👈️ link👇️",87326,5144,4088,0,"गुल्मी रेसुङ्गा, काठमाडौ 🇳🇵",Ramesh Pokharel,30461,,,False
1533418419357622272,https://twitter.com/Online_khabar/status/1533418419357622272,Sun Jun 05 12:00:15 +0000 2022,2022-06-05 12:00:15+00:00,Online_khabar,"मन्त्री सिफारिस नेतालाई माधव नेपालको निर्देशन : पार्टीको इज्जत राख्नू
https://t.co/YQyKuVQIkt",original,,,,https://www.onlinekhabar.com/2022/06/1138104?utm_source=Facebook&utm_medium=TwitterPost,0,,,,ne,,False,0,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",365918709,Thu Sep 01 07:28:39 +0000 2011,False,"अनलाइनखबर डटकमको अफिसियल ट्वीटर ह्यान्डिल
Official Twitter handle of http://onlinekhabar.com | 
Follow @OnlineKhabar_En for the English news.",180,1086733,246,592,"BuddhaNagar, Kathmandu ",Onlinekhabar,244422,,,True
1533418642750246912,https://twitter.com/shivanepal31/status/1533418642750246912,Sun Jun 05 12:01:08 +0000 2022,2022-06-05 12:01:08+00:00,shivanepal31,"✍️✍️
म सबै पुरा गर्नेछु,
जहाँ जस्तो जे जे चाहिन्छ!
साँच्चै पापी हुनलाई,
योग्यता के के चाहिन्छ?",original,,,,,0,,,,ne,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",788407300700704769,Tue Oct 18 15:52:03 +0000 2016,False,"घर-थर नेपाल,भाग्यमा होइन कर्ममा बिश्वास गर्छु,खुसि हुन ठुला कुरा चाहिदैन,त्यसैले ठुला आश्वासन राख्दिन।
मुटुभरि उनको माया..💞💞💞",125582,2443,373,1,"नुवाकोट,नेपाल",💞शिव महादेव💞,50033,,,False
1533418648173305856,https://twitter.com/santadh21/status/1533418648173305856,Sun Jun 05 12:01:09 +0000 2022,2022-06-05 12:01:09+00:00,santadh21,घुस्याहा नेता अनि कर्मचारीको लुटतन्त्र। #saynotoembossednumberplates,quote,,saynotoembossednumberplates,,,0,,,,ne,,,0,1533409294833442819,Raw_Ku,424926657,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",196263175,Tue Sep 28 18:23:04 +0000 2010,False,"#paediatrics, #vyas_tanahun, Kathmandu (IOM), Varanasi (BHU), Chandigarh (PGIMER), Chitwan (CMC), Maldives (ADK).",4080,118,398,4,Earth ,सन्तोष अधिकारी,552,,,False
1533418715638665216,https://twitter.com/subedibinu/status/1533418715638665216,Sun Jun 05 12:01:26 +0000 2022,2022-06-05 12:01:26+00:00,subedibinu,"६/६ महिनामा कताबाट इज्जत ल्याउनु, कता राख्नु ;)",quote,,,,,0,,,,ne,,,0,1533418419357622272,Online_khabar,365918709,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",801939763,Tue Sep 04 06:47:01 +0000 2012,False,Journalist @online_khabar,6377,27998,696,31,"Myagdi, Nepal",Binu Subedi,20996,,,False
1533418946313228288,https://twitter.com/Dj_Nepal28/status/1533418946313228288,Sun Jun 05 12:02:21 +0000 2022,2022-06-05 12:02:21+00:00,Dj_Nepal28,@dpangenee छाडा दाजु😂,reply,,,,,0,dpangenee,1533418778700152832,496926026,ne,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4857605296,Thu Jan 28 15:20:15 +0000 2016,False,"Day Dreamer🇳🇵
No DM📵",120155,23033,16298,19,Nepal,Dilli Jaishi(DJ)🇳🇵,278922,,,False
1533419016894631936,https://twitter.com/Bijayojha01/status/1533419016894631936,Sun Jun 05 12:02:37 +0000 2022,2022-06-05 12:02:37+00:00,Bijayojha01,"सम्बन्धमा चन्द्रमा र ताराको हैन
इज्जत र प्रेमको आवश्यक हुन्छ..❤️❤️

#सुभ_बिहानी 🙏🙏🙏
#सुभ_दिनको_कामना_छ miss u all❤️❤️😍",retweet,,सुभ_बिहानी सुभ_दिनको_कामना_छ,,,79,,,,ne,,,0,1533298765108748288,sirjna123,1028145748997795840,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3961027575,Thu Oct 15 02:00:58 +0000 2015,False,"मेरो मृत्युले केही हुने छैन,                                               
            म जिवित छँदा त केही भएन‌।
    Cricket 🏏 lover❣️❣️‌",39467,19166,2779,1,"Kanchanpur, Nepal",Bijay Ojha,57371,,,False
1533419115347447808,https://twitter.com/vishan__acharya/status/1533419115347447808,Sun Jun 05 12:03:01 +0000 2022,2022-06-05 12:03:01+00:00,vishan__acharya,"सम्बन्धमा चन्द्रमा र ताराको हैन
इज्जत र प्रेमको आवश्यक हुन्छ..❤️❤️

#सुभ_बिहानी 🙏🙏🙏
#सुभ_दिनको_कामना_छ miss u all❤️❤️😍",retweet,,सुभ_बिहानी सुभ_दिनको_कामना_छ,,,79,,,,ne,,,0,1533298765108748288,sirjna123,1028145748997795840,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",928137349665452033,Wed Nov 08 05:49:22 +0000 2017,False,"No tweet is too small, when we tweet together.

👇Hear is my story for the history books👇",22399,636,20,0,Nepal,vishan acharya,35291,,,False
1533419318633168896,https://twitter.com/Scruffysundar/status/1533419318633168896,Sun Jun 05 12:03:49 +0000 2022,2022-06-05 12:03:49+00:00,Scruffysundar,"प्रेम आधा भयो त के भयो , बर्बाद त म पुरै भए नि ।💔",retweet,,,,,25,,,,ne,,,0,1533283566712688640,iam_sapana,1237675404741111808,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3223979857,Sat May 23 05:43:07 +0000 2015,False,"be yourself because an original is worth more than a copy .
student of construction management 
#civilengineer
#singing_traveller",14301,991,923,0,"Pokhara,Nepal",Er.Sundar Giri,1305,,,False
1533419324853014528,https://twitter.com/dah_raj/status/1533419324853014528,Sun Jun 05 12:03:51 +0000 2022,2022-06-05 12:03:51+00:00,dah_raj,"हेल्लो सरकार यो इम्बोस्ड नं वाला काइते आइडिया कुन माहाझुर को हो? जे पनि जहिले पनि जनताले नै गर्नु पर्ने? कति चोटि आफ्नै डाटा भर्ने हो। सरकारी ""रास्ट्रसेवक"" किन पालेको? ब्लु बुकको डाटा होला तेहि अनुसार जनतालाई नं बाड्न सकिन्न? फेरि भएजती कर्मकान्ड गर्न तेरो जनताको फुर्सद छैन।",retweet,,,,,11,,,,ne,,,0,1533064630675054592,freakamu,93355303,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",335034964,Thu Jul 14 01:47:54 +0000 2011,False,म कुनै पार्टी वा समुहमा बाँधीएकाे छैन ।,22437,2360,1958,5,"दोलखा, Kathmandu",द राज 👊,28000,,,False
