id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
1533515218726404099,https://twitter.com/deurali88gmail1/status/1533515218726404099,Sun Jun 05 18:24:54 +0000 2022,2022-06-05 18:24:54+00:00,deurali88gmail1,"अब एमाले भित्र वलिका भक्त, छिचरा जिब्रा र नित्तान्त स्वार्थी समूह मात्रै रहने छन घनश्याम भुषाल अलिअली सिद्दान्त र कम्युनिष्ट दार्शनिकताका कुरा गर्थे भक्तवाला अनुशासन टोलिले ती दसबुंदे एक अंश लाई पनि लाठो लाएच।",original,,,,https://twitter.com/i/web/status/1533515218726404099,0,,,,ne,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1046264878649028608,Sun Sep 30 05:06:00 +0000 2018,False,पढेको मान्छेले कुर्चिमा बस्नेकाम मात्र गर्नु पर्छ भन्ने पछौटे हैकमबादि मानसिकता हो।,6796,717,853,0,Pyuthan(स्वर्गेद्वारी)NEPAL,दिनेश बाबू(Dinesh Malla)🇳🇵,3940,,,False
1533515285407223808,https://twitter.com/sanjeebjha7/status/1533515285407223808,Sun Jun 05 18:25:10 +0000 2022,2022-06-05 18:25:10+00:00,sanjeebjha7,@GokulPBaskota सबै तयसतै गफाडी लाईसेंस को लागि 2 साल लगाउने नोटङकि पगलेठवा हरु इमबोसटड लगाउनौ रे थुक😠,reply,,,,,0,GokulPBaskota,1533468299023257600,993212777283096576,ne,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",829705476623441921,Thu Feb 09 14:56:15 +0000 2017,False,"न मैं गिरा और ना मेरी, उम्मीदों के मीनार गिरे... 

पर कुछ लोग मुझे गिराने, में कई बार गिरे..",6981,883,4735,0,India,Sanjeeb jha,4144,,,False
1533516887388209159,https://twitter.com/ComonNepali/status/1533516887388209159,Sun Jun 05 18:31:31 +0000 2022,2022-06-05 18:31:31+00:00,ComonNepali,@Nirmaladhakal44 समाजशास्त्रीय भाषामा “पाखे” भनेर कसलाई र किन भन्ने गर्छ ? पाखे भन्ने पद कि अपमानित शब्द कि …?,reply,,,,,0,Nirmaladhakal44,1533377965081624576,1252978967427997697,ne,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1339445920035987457,Thu Dec 17 05:42:58 +0000 2020,False,भ्रष्टाचारको खुलेर बिरोध गर्ने मनुष्य।बेतिथि बिरुद्द कडा आलोचक। समानता र प्रजातन्त्रको अनुभब जनतामा होस।काण्ड-ब्यापार गरि परिवार पोषण गर्नेको बिरोधी!#Follow_Me!,162,549,884,0,,नेपाली जनता,209,,,False
1533520057741234176,https://twitter.com/TikBahadur3/status/1533520057741234176,Sun Jun 05 18:44:07 +0000 2022,2022-06-05 18:44:07+00:00,TikBahadur3,माओको मुकुन्डो भिरायर पश्चिमी र भारतिय शक्तिले खडा गरेका फिरङ्गी माओबादी आतंककारी देशद्रोहिहरुको काधमा काध जोडेर कैले एमाले हिन्यो कैले काङ्रेस !! यी आपराधिक र देशद्रोही झुन्डहरुको साठगाठबाट प्रस्ट हुन्छ कि राजा बिरेन्द्रको हत्या को बाट र किन गरियको थियो।,retweet,,,,,3,,,,ne,,,0,1532932192359555072,khimkfle,3162396210,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1334504134460915714,Thu Dec 03 14:26:15 +0000 2020,False,life is literature !,6634,1064,3745,0,,Tik Bahadur,6007,,,False
1533520588022722561,https://twitter.com/KajNepali/status/1533520588022722561,Sun Jun 05 18:46:14 +0000 2022,2022-06-05 18:46:14+00:00,KajNepali,"कस्ता खाले उखान प्रयोग गरेका छन भन्ने ले नि मूल्य, मान्यता र चेतना स्तर देखाउछ कि देखाउदैन? 🤔🤔",quote,,,,,0,,,,ne,,,0,1533327293078454272,Kalpana9133,1325366412072808448,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",957208580784119809,Sat Jan 27 11:08:04 +0000 2018,False,"I learn through questioning. Questioning is also important to establish accountability.
Interrested in  #Complexity #PublicHealth #CognitiveDiversity #Equity #☕",22867,546,886,0,प्रश्ननगर ,प्रश्न,41190,,,False
1533521337284988928,https://twitter.com/MRFucking3/status/1533521337284988928,Sun Jun 05 18:49:12 +0000 2022,2022-06-05 18:49:12+00:00,MRFucking3,"💑💑नजिक हुँदा चिक्नै दिइन टाडा भएछु
तिमिले यसैगरि चिकेको याद आउछ बुडा 
तिमी नहुदा बुलु फिलिम हेर्दै छाडा भएछ💑💑ु https://t.co/KfosyVvy3S",retweet,,,,,2390,,,,ne,,,0,767124188645593088,virtualinsanit6,2969948114,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",847859123165122560,Fri Mar 31 17:12:22 +0000 2017,False,I love fuck,3510,1100,1166,3,"Dhaka, Bangladesh",MR Fucking,3431,,,False
1533521483967827969,https://twitter.com/Viper22175985/status/1533521483967827969,Sun Jun 05 18:49:47 +0000 2022,2022-06-05 18:49:47+00:00,Viper22175985,नेपाली केटि पुति खेलाउदै भाग -२ https://t.co/DHxsivUuPJ,retweet,,,https://pbs.twimg.com/ext_tw_video_thumb/1521030112745238528/pu/img/fCR7Ij0Hq9ZDCzMT.jpg,,56,,,,ne,,False,0,1521030212699684864,bigreko91672779,1171001847919734784,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1211308580311166976,Sun Dec 29 15:31:27 +0000 2019,False,,8626,71,671,0,,Viper,5707,,,False
1533521813082296322,https://twitter.com/Desi35003790/status/1533521813082296322,Sun Jun 05 18:51:06 +0000 2022,2022-06-05 18:51:06+00:00,Desi35003790,नयां माल होला कि फोहोरी माल हो यो ? धन्यबाद ३१००० फलोअर्स https://t.co/us1PVy7dpM,retweet,,,https://pbs.twimg.com/ext_tw_video_thumb/1532262427517018112/pu/img/7ymSwnAIn7AhlF_h.jpg,,608,,,,ne,,False,0,1532262467123851264,Rajukarki1234,1456853000790888449,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1265876697427181568,Thu May 28 05:25:13 +0000 2020,False,,1501,116,190,0,,Desi,394,,,False
1533524161393721344,https://twitter.com/LaxmiKanel/status/1533524161393721344,Sun Jun 05 19:00:26 +0000 2022,2022-06-05 19:00:26+00:00,LaxmiKanel,@Sirjana_Singh अब देशैभरिका सम्पूर्ण सहर हरुदेखी नालायक निकम्मा बिदेशीका भरिया रुपि कांग्रेस एमाले माओवादी नामक दुइखुट्टे दास हरुलाइ हराइदिनेहो तब मात्र नेपाल आमाले केही सान्तिको सास फेर्ने छिन तिम्रो ससुरा बाको लौरो ले तिमिलाइनै ढाड मा हिर्काइ दियो बालेन ब्रो ले।,reply,,,,https://twitter.com/i/web/status/1533524161393721344,0,Sirjana_Singh,1533412982700777473,4590756087,ne,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1421810682157146116,Sun Aug 01 12:31:10 +0000 2021,False,आफुले आफैलाइ सक्नुछ भने अरु केहिगर्नु पर्दैन मात्र रिसाउ तिमी आफुले हेर्दाहेर्दै आफैलाइ सकियेको देखने छौ।म।,2650,188,605,0,,Kandel laxmi,285,,,False
1533524359347937280,https://twitter.com/degejb/status/1533524359347937280,Sun Jun 05 19:01:13 +0000 2022,2022-06-05 19:01:13+00:00,degejb,दुबै बाट आफ्नो bf को लागि भिडियो बनाउदै भालु 😅🤦‍♂️ https://t.co/xAo7FDsTcX,retweet,,,https://pbs.twimg.com/ext_tw_video_thumb/1493122553509867525/pu/img/CXsKYDtOk6KdKpan.jpg,,749,,,,ne,,False,0,1493122965436723201,ahsldoedwuslceu,1436025991743217674,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3365273566,Wed Jul 08 02:21:19 +0000 2015,False,,16930,192,1383,2,,Dege,5416,,,False
