id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
1572618555488862218,https://twitter.com/hardlife371/status/1572618555488862218,Wed Sep 21 16:07:36 +0000 2022,2022-09-21 16:07:36+00:00,hardlife371,"____✍🏻
‘आफुले नियन्त्रण गर्न नसक्ने 
कुराहरूमा समय बर्बाद नगर्नुहोस्’!

शुभप्रभात-शुभदिन-सम्पुरणमा
              🌸☕️🌸",retweet,,,,,76,,,,ne,,,0,1572394940952616960,Maya_Chamling35,1486388373980065792,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1341982447261470720,Thu Dec 24 05:42:32 +0000 2020,False,,75409,12932,9737,2,गण्डकी प्रदेश ,🌱 Hard life 🌱,95287,,,False
1572618578544963586,https://twitter.com/ekagaj/status/1572618578544963586,Wed Sep 21 16:07:41 +0000 2022,2022-09-21 16:07:41+00:00,ekagaj,"धन नभएकोले एकपटक युधिष्ठिरले भीमसेनलाई कुबेरको घरमा पठाए। भीमसेन कुबेरको घरमा पुग्दा उनी औँलामा थुक लगाएर भुइँमा खसेका तोरीका गेडा टिप्दै थिए।

यो देखेर भीमसेनलाई ‘यस्ता कञ्जुस छन्, के पैसा देलान्’भन्ने लाग्यो।
https://t.co/bGDOd1RrxY",original,,,,https://twitter.com/i/web/status/1572618578544963586,0,,,,ne,,False,0,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1289101462119694336,Fri Jul 31 07:32:30 +0000 2020,False,"For accurate, prompt and most reliable news stories, breaking news, complete analysis and articles for the new age of Nepal.",5,11455,10,55,Nepal,eKagaj,67090,,,False
1572618640171700225,https://twitter.com/Singh_sahab1986/status/1572618640171700225,Wed Sep 21 16:07:56 +0000 2022,2022-09-21 16:07:56+00:00,Singh_sahab1986,"@AcharyaSarmila सबभन्दा उत्तम विकल्प,गठबन्धनले चुरीफुरी बन्द गरेर,मंसिर ४ काे चुनावमा जाने अनी ..
अनि जनताबाट चुनिएर आउने सरकारकाे प्रमूख पहिलो काम नै नागरीकता सम्बन्धी समस्याकाे एकमुष्ठ समाधान होस्🇳🇵💖🙏
निलाम्बर आचार्य हजुर कै दल अनी थर का काँग्रेसी नेता अनी अधिवक्ताकाे विचार अनी भनाई पढ्नुस्।",reply,,,,https://twitter.com/i/web/status/1572618640171700225,0,AcharyaSarmila,1572473064868425729,1166559229592965121,ne,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1032891829564399616,Fri Aug 24 07:26:17 +0000 2018,False,𝕷𝖚𝖛𝖎𝖓𝖌 𝖕𝖚𝖗𝖊 𝕳𝖊𝖆𝖗𝖙 💖।।..,336088,144,88,0,𝕹𝖊𝖕𝖆𝖑🇳🇵,𝕻𝖉𝖒 𝖘𝖎𝖓𝖌𝖍,2641,,,False
1572618739698536448,https://twitter.com/kingsabin19/status/1572618739698536448,Wed Sep 21 16:08:20 +0000 2022,2022-09-21 16:08:20+00:00,kingsabin19,"कति मुश्किल हुन्छ होला है
जसको लागि जिउदै हुनुहुन्छ उही नभए ।।",retweet,,,,,230,,,,ne,,,0,1571665106249064450,GoPal25336199,1383131945639374850,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",815476788524564480,Sun Jan 01 08:36:32 +0000 2017,False,"जिन्दगी नै च्यालेन्ज हो। जो खत्रा सङग खेल्छ जित उसैको हुन्छ।
follow = follow back 100%",8367,366,338,1,"Nuwakot,Nepal",Sabin Aryal,4808,,,False
1572618795046563841,https://twitter.com/subash_ban/status/1572618795046563841,Wed Sep 21 16:08:33 +0000 2022,2022-09-21 16:08:33+00:00,subash_ban,"@dahalshivaji @JhankriBajyai खसी र बोका मध्ये को बढी कराउनु हुन्छ, दाजु",reply,,,,,0,dahalshivaji,1572605978453082112,128486541,ne,,,0,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",598350694,Sun Jun 03 13:49:27 +0000 2012,False,"Country: Nepal (feels all over the planet)
Take permission before #DM
http://subashbanjade.wordpress.com",10291,864,1555,4,country: Nepal,subash d,52919,,,False
1572618830534377484,https://twitter.com/parthokarki/status/1572618830534377484,Wed Sep 21 16:08:41 +0000 2022,2022-09-21 16:08:41+00:00,parthokarki,हेर त देशद्रोही हरु।,quote,,,,,0,,,,ne,,,0,1572535101640306693,fantus8,2705901048,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",348376710,Thu Aug 04 09:55:19 +0000 2011,False,"Senior Accountant,ACCA Finalist , freelance artist , footballer, swimmer.

Motto : Live and let live in peace.",1930,116,118,3,Doha,Legoshi,6032,,,False
1572618876990390276,https://twitter.com/Singh_sahab1986/status/1572618876990390276,Wed Sep 21 16:08:52 +0000 2022,2022-09-21 16:08:52+00:00,Singh_sahab1986,"@NayagharGovinda सब भन्दा उत्तम विकल्प ,  गठबन्धन ले चुरीफुरी बन्द गरेर ।
मंसिर ४ काे चुनाव मा जाने अनी ..
नयाँ आउने सरकार काे प्रमूख पहिला काम नै नागरीकता सम्बन्धी समस्या काे एकमुष्ठ समाधान होस् 🇳🇵💖🙏।।",reply,,,,https://twitter.com/i/web/status/1572618876990390276,0,NayagharGovinda,1572554301859594242,222361405,ne,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1032891829564399616,Fri Aug 24 07:26:17 +0000 2018,False,𝕷𝖚𝖛𝖎𝖓𝖌 𝖕𝖚𝖗𝖊 𝕳𝖊𝖆𝖗𝖙 💖।।..,336089,144,88,0,𝕹𝖊𝖕𝖆𝖑🇳🇵,𝕻𝖉𝖒 𝖘𝖎𝖓𝖌𝖍,2642,,,False
1572618929637564421,https://twitter.com/kingsabin19/status/1572618929637564421,Wed Sep 21 16:09:05 +0000 2022,2022-09-21 16:09:05+00:00,kingsabin19,"#मुक्तक

💞💞💞
माफ  गर  म  मान्छे, त्यती छुच्चो छैन
कतिलाई लाग्न सक्छ, तर लुच्चो छैन
आफ्नो रूपको तारिफ, म कसोरी गरौं
धेरै पाको नहुँला तर त्यती फुच्चो छैन😛😜
💞💞💞

#अविरल
#शुभदिनको_कामना ❤️❤️🙏🙏",retweet,,मुक्तक,,,125,,,,ne,,,0,1571396855887720449,bistakaji41,1243829781377867781,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",815476788524564480,Sun Jan 01 08:36:32 +0000 2017,False,"जिन्दगी नै च्यालेन्ज हो। जो खत्रा सङग खेल्छ जित उसैको हुन्छ।
follow = follow back 100%",8378,366,338,1,"Nuwakot,Nepal",Sabin Aryal,4818,,,False
1572619123238240258,https://twitter.com/kingsabin19/status/1572619123238240258,Wed Sep 21 16:09:51 +0000 2022,2022-09-21 16:09:51+00:00,kingsabin19,रवि लामिछाने बोकाको मुख्य चुनाबी उदेश्य योजना तुर्लुङ घन्टी झुन्डाउने घट्टी हल्लाउने अनि रखेल घुमाउने अन्य केहि छैन।,retweet,,,,,172,,,,ne,,,0,1572150814449487878,aliyaaryal99,1234510572898533376,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",815476788524564480,Sun Jan 01 08:36:32 +0000 2017,False,"जिन्दगी नै च्यालेन्ज हो। जो खत्रा सङग खेल्छ जित उसैको हुन्छ।
follow = follow back 100%",8390,366,338,1,"Nuwakot,Nepal",Sabin Aryal,4824,,,False
1572619197036859394,https://twitter.com/Singh_sahab1986/status/1572619197036859394,Wed Sep 21 16:10:09 +0000 2022,2022-09-21 16:10:09+00:00,Singh_sahab1986,"@GThapa25 सब भन्दा उत्तम विकल्प ,  गठबन्धन ले चुरीफुरी बन्द गरेर ।
मंसिर ४ काे चुनाव मा जाने अनी ..
नयाँ आउने सरकार काे प्रमूख पहिला काम नै नागरीकता सम्बन्धी समस्या काे एकमुष्ठ समाधान होस् 🇳🇵💖🙏।।",reply,,,,https://twitter.com/i/web/status/1572619197036859394,0,GThapa25,1572606818471514112,1099698633006608385,ne,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1032891829564399616,Fri Aug 24 07:26:17 +0000 2018,False,𝕷𝖚𝖛𝖎𝖓𝖌 𝖕𝖚𝖗𝖊 𝕳𝖊𝖆𝖗𝖙 💖।।..,336093,144,88,0,𝕹𝖊𝖕𝖆𝖑🇳🇵,𝕻𝖉𝖒 𝖘𝖎𝖓𝖌𝖍,2643,,,False
