id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
1575154071191060481,https://twitter.com/ukeraanews/status/1575154071191060481,Wed Sep 28 16:02:50 +0000 2022,2022-09-28 16:02:50+00:00,ukeraanews,"प्रहरीले अन्सारीमाथि महिलाको बलात्कार गरेर पेचकसले घाँटी, छाती र पेटमा घोचेर मारेको आरोप लगाएको छ। महिलाको शव बाँसघारीमा फेला परेको थियो।

 https://t.co/YB91SNfRm2",original,,,,https://twitter.com/i/web/status/1575154071191060481,0,,,,ne,,False,0,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1294550328952492032,Sat Aug 15 08:23:54 +0000 2020,False,"फरक दृष्टि, फरक शैली 
Log in - http://ukeraa.com
FB : http://facebook.com/Ukeraa
Audio : http://anchor.fm/ukeraa
ukeraanews@gmail.com",50,2638,1918,22,"Nepal, Lalitpur","उकेरा : तथ्यपरक समाचार, प्रष्ट विचार...",21206,,,False
1575154159032356865,https://twitter.com/dollyra90770172/status/1575154159032356865,Wed Sep 28 16:03:11 +0000 2022,2022-09-28 16:03:11+00:00,dollyra90770172,लाडो चुसाइ ।।। @je_pooja https://t.co/wo9Zd2CEFh,retweet,,,https://pbs.twimg.com/ext_tw_video_thumb/830978454938017792/pu/img/4t5gdujDsXInW3bP.jpg,,4,,,,ne,,False,0,1575150707648233472,je_pooja,1568485881622986752,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1566240448737251328,Sun Sep 04 01:43:53 +0000 2022,False,Rt for rt,62,4972,5,6,,dollyrani,9699,,,False
1575154293497528325,https://twitter.com/AashikLock/status/1575154293497528325,Wed Sep 28 16:03:43 +0000 2022,2022-09-28 16:03:43+00:00,AashikLock,लाडो चुसाइ ।।। @je_sonali https://t.co/mKkoRxmbi4,retweet,,,https://pbs.twimg.com/ext_tw_video_thumb/830978454938017792/pu/img/4t5gdujDsXInW3bP.jpg,,78,,,,ne,,True,0,1574975516674662400,je_sonali,1572886500244455424,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1511610792440827905,Wed Apr 06 07:45:19 +0000 2022,False,Rt,693,9750,6,11,,Aashik Lock,12299,,,False
1575154576969592837,https://twitter.com/DataramPrasai/status/1575154576969592837,Wed Sep 28 16:04:50 +0000 2022,2022-09-28 16:04:50+00:00,DataramPrasai,@vaauju लाडो हालन,reply,,,,,0,vaauju,1575143292416688130,1555164621543133184,ne,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1533240236217892864,Sun Jun 05 00:12:31 +0000 2022,False,जीनव जीउन छ तर एक दिन त जानू छ कसैसग बैमनश्यता  नगर,139,7,77,0,,Dataram Prasai,136,,,False
1575154871765897216,https://twitter.com/cheri_nath/status/1575154871765897216,Wed Sep 28 16:06:01 +0000 2022,2022-09-28 16:06:01+00:00,cheri_nath,"फेरी यिनै ४-५ जना वृद्दभत्ता हरूबाट नै प्रधानमन्त्री हुने भए त्यत्रो ऋण गरेर विदेशी पैसो ल्याएर खर्च गरि चुनाव किन गर्ने?
लुडो खेलाएर जितुवालाई प्रधानमन्त्री बनाईदिम बातै खत्तम
बाँकी मन्त्री,सांसद र अरू ऐरेगैरे तिनकै आफन्त,भाई भति सम्धी,ससुरा, ज्वाँई,सालो बनाईहाल्छन नि सधैँ झैँ😡 https://t.co/paGlD1PB9n",retweet,,,,,5,,,,ne,,,0,1575118629108080641,funnyguy744,3888973521,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1408281066893234181,Fri Jun 25 04:29:47 +0000 2021,False,"💔""शिक्षा और संस्कार जिन्दगी जीने के मुल मन्त्र है,शिक्षा कभी झुक्ने नहीं देगी, और संस्कार कभी गिरने नहीं देंगे""💔",68885,27520,27552,5,Indiranagar Bangalore,Kamal Nath Yogi,40302,,,False
1575154894428082176,https://twitter.com/PuspaRajRaut1/status/1575154894428082176,Wed Sep 28 16:06:06 +0000 2022,2022-09-28 16:06:06+00:00,PuspaRajRaut1,"झुठ को पर्दाले तपाई को असल
चरित्र लाई कहिले ढाक्नु सक्दैन

सुभ_साझ",retweet,,,,,6,,,,ne,,,0,1575129904814862338,BirMahara2,838751965018411009,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",953288068097744897,Tue Jan 16 15:29:21 +0000 2018,False,जमिनदार लाई चित्ता माथि नाङ्गै देखे पछि हात्तीछाप चप्पल मै खुशी मिल्न थालेको छ,94771,5075,3536,1,प्रदेश न.१ नेपाल,Puspa Raj Raut,92883,,,False
1575154894989926400,https://twitter.com/Pradip2242/status/1575154894989926400,Wed Sep 28 16:06:06 +0000 2022,2022-09-28 16:06:06+00:00,Pradip2242,"...🌿

चिया अनि चरित्र पोखियो भने 
दाग धेरै गाढा बस्छ रे.....!

  #शुभ_बिहानी ☕️🌿",retweet,,शुभ_बिहानी,,,199,,,,ne,,,0,1563696561494065152,peacefulmylifee,1101376691681853440,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1539633351958867968,Wed Jun 22 15:36:53 +0000 2022,False,,480,5,7,0,,Pradip224,503,,,False
1575155175920390147,https://twitter.com/ShettyAnushaka/status/1575155175920390147,Wed Sep 28 16:07:13 +0000 2022,2022-09-28 16:07:13+00:00,ShettyAnushaka,लाडो चुसाइ ।।। @je_monika https://t.co/yuXmVTolWg,retweet,,,https://pbs.twimg.com/ext_tw_video_thumb/830978454938017792/pu/img/4t5gdujDsXInW3bP.jpg,,53,,,,ne,,False,0,1574970231604117505,je_monika,1567385129630461952,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1570742895539548163,Fri Sep 16 11:55:25 +0000 2022,False,,790,404,1,0,,Anushaka shetty,810,,,False
1575155436814098433,https://twitter.com/SktPandey/status/1575155436814098433,Wed Sep 28 16:08:15 +0000 2022,2022-09-28 16:08:15+00:00,SktPandey,"गगन थापा @thapagk    ले घिरौला जत्रो नाक बनाएर ""बालुवाटारमा पार्टीको बैठक गरिनेछैन"" भन्थे  । हेर्दा हेर्दै पार्टीको सदस्यता समेत बालुवाटारबाटै वितरण हुन थाल्यो । जनतालाई कति सम्म उल्लु बनाउन सकेका हुन ।",quote,,,,https://twitter.com/i/web/status/1575155436814098433,0,,,,ne,,,0,1575117283239682050,BiswarRai,2902331781,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1093696459181117441,Fri Feb 08 02:22:10 +0000 2019,False,sacrifice your life for your motherland N socialism,39005,1426,1310,1,,Hari Chandra Pandey,21075,,,False
1575155596399026177,https://twitter.com/GoPal25336199/status/1575155596399026177,Wed Sep 28 16:08:53 +0000 2022,2022-09-28 16:08:53+00:00,GoPal25336199,"शंका उपचार विहीन हुन्छ।
चरित्र प्रमाणित गर्न सकिदैन।
मौन भन्दा राम्रो कुनै साधन हुदैन।
शब्द भन्दा तिखो कुनै वाण  बनेको छैन।
 शुभ प्रभात शुभ दिन 💕⚘️🙏☕️",retweet,,,,,53,,,,ne,,,0,1574961615531048960,Krishna72952181,985157635992358912,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1383131945639374850,Fri Apr 16 18:55:54 +0000 2021,False,"एक्लै कसरी रहने 
बस् यही सिकाउन कोही 
आउने गर्छन् जिन्दगीमा",197843,8459,4455,2,मसानघाट,Go Pal,140654,,,False
